Site Longitude   Latitude   Height      Nvel     Evel     Uvel   Nerr   Eerr   Uerr
bcov 233.15735865 50.54428164   37.318   -10.33   -11.35     3.31   0.08   0.06   0.19 
bcrk 219.13957777 62.41428089  719.479    -15.7   -10.05     1.47    0.2   0.17   0.48 
bcwr 240.59415329 34.92046111 1332.912    10.13   -33.76     0.21   0.04   0.04   0.14 
bcyi 246.59415284 44.31561631 2173.400    -9.61    -15.2    -0.44   0.06   0.06    0.2 
bdar 37.35965512 11.59981706 1793.050    17.44    22.18     -0.8   0.31    0.3   1.11 
bdos 300.39090274 13.08795361  -38.608    15.08    13.88    -1.39   0.24   0.65   0.66 
bdry 242.65007431 48.98669928  601.800   -10.21   -13.63     4.87   0.09   0.09   0.67 
bea2 219.13746272 62.40784274  662.443   -14.77    -7.62     1.22   0.48   0.39   0.86 
bea5 265.82029011 30.16172177  -11.862     4.51    -7.95   -11.27   0.79   0.56   1.49 
beat 243.37887302 37.0399318 1396.054    -8.83   -15.67    -0.28   0.07   0.06   0.16 
bele 311.53744965 -1.4087931    9.061    12.82    -4.64    -1.08   0.46   0.28   0.79 
beli 237.52102796 48.75526891   10.606    -9.39    -9.53     0.84   0.14   0.11   0.45 
bell 1.40113903 41.59961738  853.409    16.32    19.74     0.19   0.04   0.04   0.14 
bemt 244.00181016 34.0005343 1373.638    -4.24    -17.2    -0.72   0.03   0.05   0.12 
bend 238.68481421 44.0571591 1095.840    -8.49   -12.82    -1.26   0.17   0.11    0.2 
benn 243.54019211 -84.78645805 1416.356     0.64     15.7     8.57   0.12   0.16   0.34 
bepk 241.92590921 35.87838791 2471.106     -0.5   -20.89     0.29   0.04   0.07   0.16 
berp 248.11541571 -74.54593593  313.090     12.0    18.13    27.96    0.2   0.17   0.54 
bfld 240.95466933 35.41308422  108.359     1.19   -26.02     -6.1   0.23   0.15   0.54 
bfsh 241.50203903 35.59112246  791.842     2.75   -16.24    -0.11   0.32   0.82   0.97 
bgbc 355.50348979 48.48101037  124.509    16.39    17.15    -1.78    0.2   0.16   0.39 
bgis 241.84030692 33.9671166    2.829    15.95   -38.67    -2.61   0.06   0.06    0.2 
bhr1 50.60814399 26.20913975  -17.077    30.16    31.22    -0.44   0.11   0.09   0.23 
bhr2 50.60814402 26.20913981  -17.070    29.34    30.76    -1.39   0.33    0.2   0.62 
bhst 176.0631743 -39.48918406  882.488    33.26    -1.09    -0.65   0.21   0.23   0.32 
bigd 241.01116752 47.93329432  493.327   -10.18   -12.82    -0.73   0.08    0.1   0.21 
bija 275.42313121 9.74997445  555.623    14.03    12.31    -1.16   0.29   0.14   0.38 
bil1 252.00351536 45.97118378  873.718    -8.03   -15.12    -2.27   0.14   0.14   0.74 
bil5 252.00351415 45.9711834  873.866    -8.04   -15.23    -2.23   0.09   0.11   0.33 
bilb 166.45338279 68.0653131  315.768   -20.04     7.73     0.42   0.15   0.22   0.62 
bili 166.4379616 68.07613074  456.132   -20.66     8.72     0.08   0.16   0.12   0.54 
bill 242.93540363 33.57824166  470.042    14.74   -35.57    -1.62   0.04   0.04   0.13 
bils 235.74747331 47.5393444   38.370    -2.27     0.31     0.98   0.26   0.33   0.55 
birf 176.24610692 -40.67976617  308.940    28.78   -26.43    -4.01    0.1   0.15   0.21 
bis1 224.46070533 56.85449284   66.591    -6.42   -16.16     2.62   0.23   0.17   0.48 
bis2 74.53318114 42.85419317  744.825     5.15    28.55    -0.87   0.55   0.63   1.46 
bis5 224.46070317 56.85449239   66.767    -7.32   -16.28     0.95   0.14   0.12    0.3 
biti 97.81136514 1.07860417   -7.692    17.46    34.36    -0.17   0.32   0.41   0.42 
bjco 2.45002225 6.38466483   30.720    18.75    22.06    -0.71    0.1    0.1   0.94 
bjfs 115.89248343 39.60860182   87.445   -10.88    31.04     2.09   0.09   0.07   0.14 
bjnm 116.22412926 40.24532478  109.115   -11.55     29.9     1.31   0.16   0.13   0.37 
bkap 243.91957656 35.28704811  252.029    -8.55   -16.23     0.37   0.05   0.04   0.14 
bkms 241.90530568 33.96225636   11.009    18.54   -39.86     0.56   0.08   0.06   0.17 
bkr1 240.89052263 35.13238743   56.919     1.79   -25.74   -25.68   0.51   0.29   2.61 
bkr2 240.89071359 35.13257942   56.812     2.11   -26.39   -26.37   0.57   0.24   3.13 
bla1 279.57949279 37.21134837  605.706     3.16   -14.31    -1.07   0.05   0.04   0.19 
blas 337.02528202 79.5386071  484.005    20.52   -12.29     7.71   0.09   0.11    0.3 
blbp 204.28857561 19.35461743 2664.221    31.03   -58.56    -4.42   0.18   0.25   0.19 
blcl 233.41074428 52.38826298   24.732    -11.2    -14.6     6.02   0.12   0.12   0.44 
blkv 279.58547524 37.20601772  606.489     3.25   -13.69    -0.43   0.07   0.06   0.19 
blmm 270.02747148 36.87978301  100.613    -0.38   -14.15      0.0   0.08   0.07   0.37 
blrw 269.46922137 43.23025339  190.675    -1.03   -15.62    -2.31   0.17   0.25    0.5 
blsa 241.97132527 33.79954257  -23.122    16.91   -38.71    -2.06   0.04   0.07   0.58 
bluf 168.292086 -46.58506336  124.627    31.54   -28.41    -1.26   0.05   0.05   0.13 
blw2 250.44219924 42.76712727 2215.604    -7.21    -15.2    -1.14   0.06   0.06   0.18 
blwy 250.44220009 42.76712768 2215.653    -7.47   -13.73     0.81   0.36   0.32   0.99 
bly1 238.95093469 42.40684476 1313.413    -7.11   -16.15     2.14    0.1   0.12   1.63 
blyn 237.0724609 48.01605833  613.311    -8.07    -8.92    -2.67   0.27   0.29   1.06 
blyt 245.28515088 33.61041597   85.963    -7.73   -14.45     -0.4   0.04   0.03   0.11 
bmhl 243.94702292 34.25144544  722.622    -5.45   -15.42     0.04   0.03   0.04    0.1 
bmry 243.01530034 33.96268178  787.243     8.95   -27.09    -1.42   0.08   0.13   0.31 
bndy 152.32100546 -24.90822236   80.015    54.13    24.06    -0.58   0.07   0.07   0.22 
bnet 170.1901425 -43.86248644  757.741    31.51   -26.58     2.24   0.13   0.27   0.31 
bnoa 115.2099173 -8.74649973   39.022    -3.85    28.04    -0.81   0.21   0.18   0.42 
boav 299.29888485 2.84518322   69.496    12.06    -4.23     0.98   0.07   0.07   0.43 
bogi 21.03521394 52.47499138  139.915    14.41    20.82     0.21   0.04   0.03   0.18 
bogo 21.03534129 52.47594665  149.621    14.38    20.62    -0.03   0.03   0.03   0.13 
bogt 285.91906031 4.64007146 2577.089    15.13     0.02   -31.81    0.1   0.13   1.15 
bomg 244.27029517 33.36462902  -84.247    -3.88   -21.82     2.49   0.36   0.29   0.31 
bomj 316.57826494 -13.25555871  419.391    12.91    -4.64    -0.11   0.19    0.1   0.36 
bon2 274.79748987 9.76452719   28.348     27.0    15.96    -7.22   0.37   0.23   0.35 
bor1 17.07345334 52.2769554  124.366    14.73    20.09    -0.25   0.03   0.03   0.11 
bork 6.74744548 53.56364158   54.217    15.48    17.82    -0.55   0.16   0.14   0.52 
borr 359.91679151 39.9051811   72.885    16.63    20.12    -0.15   0.15    0.2    0.4 
bpeb 232.22825195 50.15670168  710.902    -9.08    -8.62     3.17   0.39   0.35   1.25 
bpkt 239.67287809 46.88315489  564.511    -8.67   -12.48      5.7    0.2   0.13   2.79 
bran 241.72295516 34.18489282  246.260    14.01   -37.31    -0.26   0.04   0.05   0.14 
bras 11.11308157 44.12216418  901.186    17.12    21.48     1.24   0.27   0.16   0.46 
braz 312.12213123 -15.9474759 1106.016    12.66    -3.99    -0.76   0.04   0.04   0.13 
brew 240.31736683 48.13152427  238.615   -10.09   -12.71    -0.74   0.04   0.05   0.14 
brft 321.57446268 -3.87744667   21.672    12.87    -4.45     -0.1   0.11   0.05   0.17 
bri2 237.84747346 37.91946972  265.124     5.28   -26.42     0.25   0.22   0.21   0.89 
brib 237.84745083 37.91940418  262.253     4.55   -27.29     0.63    0.1   0.09   0.16 
brig 276.24334544 42.52010204  261.348     1.48   -15.62    -2.29   0.04   0.05   0.19 
brip 158.46914426 -75.79566935 2110.893   -12.09     8.17      0.5   0.09   0.07   0.32 
brmu 295.30372838 32.37039779  -11.616     8.88   -11.95    -0.88   0.04   0.04    0.1 
brn2 87.27218966 26.51971127   19.955    33.82    39.49     -2.1   0.19   0.12   0.35 
brn3 236.98442042 49.26989242   32.697     -9.0    -9.45    -1.78   0.21   0.16    0.9 
brnt 241.80867914 44.44021768 1212.702   -10.04   -14.83     0.62   0.22   0.16   0.65 
bro1 122.20908678 -18.00397286   42.243    59.17    37.41    -0.77   0.06   0.08   0.22 
brpk 241.42319541 34.68228252 1729.115     9.58   -31.11     0.81   0.04   0.06   0.18 
brsg 295.30364339 32.37038311  -11.015     8.25   -12.07     0.13    0.2   0.14   0.43 
brst 355.50340398 48.38049268   65.834    17.06    16.71    -0.79   0.05   0.05    0.1 
bru1 290.05342595 43.88981628    1.896     5.98   -15.43     0.34   0.11    0.1   0.29 
bru5 290.05342441 43.88981701    2.034     5.81   -15.41      0.4   0.17   0.15   0.61 
bru7 290.0534452 43.88972992    4.258     6.36   -15.36      0.3   0.31    0.3   1.25 
brus 4.35921648 50.79781651  149.666    16.15    17.67     0.61   0.06   0.08   0.16 
brux 4.35856391 50.79806307  158.139    16.21    17.98    -0.18   0.08   0.11   0.21 
bsa1 292.70928937 -67.81604336  127.552    10.04    15.23     1.12    0.3   0.23   1.05 
bsat 100.2845635 -3.07669139    5.882     37.3    39.34   -12.28   0.38   0.42   0.52 
bshm 35.02298205 32.77898369  225.077    19.94    22.35     0.22   0.04   0.04   0.13 
bsim 96.32618126 2.40926572  -23.324     3.33    18.48   -27.34   0.56   0.33   0.45 
bsmk 259.18331016 46.8211263  551.244    -4.94   -15.91     -3.0   0.04   0.04   0.21 
bsnc 247.46851258 44.73964282 2167.168    -9.41   -14.77    -0.13   0.14   0.16   0.51 
bspc 247.1370666 44.57842929 2394.801    -9.57   -14.91    -0.73   0.11   0.12   0.45 
bsry 242.9880093  34.918612  613.504     0.52   -20.71    -1.27   0.03   0.04   0.11 
btdm 241.81177673 34.29280501  678.251    12.09   -35.98     0.06   0.06   0.06   0.16 
btet 98.64394104 -1.28154223   21.123    37.07    40.15    -8.48   0.21   0.23   0.54 
bthl 97.71064375 0.56918274   67.288    31.06    28.83     -6.8   0.15   0.23   0.35 
btng 125.1904321 1.43892346   74.966    -6.64    17.66    -5.06   0.49   0.65   1.24 
bton 237.20260542 45.48580683   46.718    -6.43    -9.99     -1.6   0.22   0.42   0.71 
bucu 26.12573891 44.4639442  143.192    12.34    23.22     2.24   0.04   0.04    0.2 
budp 12.5000235 55.73901925   94.017    15.07    18.02      1.3   0.04   0.04   0.15 
bue1 301.48070082 -34.57370192   48.656    12.29    -0.84     1.64   0.23   0.25   0.38 
bue2 301.4807007 -34.57370118   48.664    13.44     0.57     3.01   0.37   0.32   0.89 
bueg 239.80359238 34.61284875   74.762    23.87   -44.77    -1.04   0.64   0.57   0.93 
bueh 247.37234833 44.69634421 1955.082     -9.9   -14.99    -0.42   0.15   0.16   0.44 
buen 282.98957943 3.88202258   57.750     14.0     5.31    -0.27   0.14   0.12   0.35 
bull 243.12830064 36.91764324 1344.788    -8.24   -15.94    -0.03   0.07   0.08   0.27 
bums 174.49913854 -85.96149319 2642.173   -10.96     7.88    -0.23   0.16   0.19   0.75 
buri 155.89415787 -79.14743681 2006.299   -12.11     6.51     0.78   0.05   0.05   0.21 
burn 242.15647208 42.77950214 1180.908    -9.28   -15.44     -0.7   0.04   0.04   0.12 
bust 243.54905938 36.74533641  992.301    -8.49   -15.68     0.04   0.06   0.09   0.28 
bute 19.05653645 47.48094763  180.797    15.01    21.86     0.41   0.11   0.16   0.57 
bvpp 240.65249543 35.15727594  123.046     3.84   -28.93    -0.48   0.04   0.05   0.17 
bydg 17.99363205 53.13456221  104.424     15.0    19.82     1.27   0.19   0.18   0.72 
bysp 293.83880061 18.40783645   49.224    13.79     8.78    -0.44   0.07   0.07   0.27 
bzrg 11.33679499 46.49902281  329.119    16.19    20.19     1.36   0.04   0.04   0.16 
ca99 241.10331095 37.64456482 2391.504    -7.47   -23.45     2.94   0.34   0.18   0.67 
caba 274.65646743 10.23787499   26.953    26.49    16.05     3.13   0.19   0.17   0.42 
cabl 235.43665497 42.83609868   37.824     1.44    -6.61     1.19   0.04   0.04   0.12 
cacc 235.81569896 41.74559855  -21.949    -0.24   -10.95     1.86   0.11   0.12   0.32 
cace 353.65821952 39.47886474  436.499    16.97    18.33      0.1    0.1    0.1   0.35 
cact 244.01005266 33.6551353  518.454    -0.64   -21.28    -0.09   0.04   0.05   0.12 
caen 359.542874 49.18270357  113.560    17.02    16.81    -1.13   0.13   0.14   0.43 
cagl 8.97275031 39.13591062  238.362    16.08    21.77    -0.01   0.05   0.07   0.15 
cags 284.1926731 45.58502058  234.940     3.44   -16.18      3.3   0.11   0.09   0.21 
cagz 8.97275775 39.13588956  237.980    16.11     21.5     -0.4   0.08   0.08   0.26 
cako 16.43907816 46.38710263  222.072    15.84    22.22     0.64   0.09   0.15   0.45 
call 282.85068014 -12.06287507   33.795    13.95    19.12     2.64   0.13   0.15   0.38 
calv 273.15439382 12.57244494  287.392     8.69     3.06     0.98   0.53   0.58    2.1 
cam5 238.95709266 35.52926284   17.031    24.79   -40.25     0.53   0.16   0.21   0.94 
came 13.12399673 43.11198482  498.665    18.85    23.05      1.2   0.28   0.16   0.66 
cand 239.56630513 35.93935244  568.390      7.9   -25.05     1.81   0.04   0.06   0.15 
cant 356.20193554 43.47197934   99.271    16.83    18.26      0.1   0.05   0.04   0.12 
capf 299.44164189 -66.01207155  100.189     9.29    14.65     2.56    0.1   0.12   0.34 
carg  359.02615 37.59660164   57.302    18.21    19.38     0.58   0.14   0.12   0.54 
carh 239.56918154 35.88838296  480.257    14.93   -32.49     0.72   0.06   0.07   0.14 
cari 92.71955359 11.61418602   -2.352    20.17    11.63     18.4   0.34   0.79    0.6 
carr 239.56916569 35.88834925  478.732    17.54   -34.07     0.22   0.13   0.29    0.5 
cart 284.46614576 10.3913338    4.087    10.87    12.44     -2.3   0.12   0.13   0.35 
cas1 110.51970572 -66.28335853   22.435    -9.46     1.43     1.83   0.05   0.06   0.16 
casa 241.10333961 37.64463662 2390.413   -12.34   -20.67    10.47   1.01   0.52    1.8 
casc 350.58147772 38.69341409   76.022    17.03    17.89    -0.75   0.04   0.04   0.28 
case 242.59601629 33.45535035  776.503    17.16   -37.33    -1.61   0.07    0.1    0.3 
casl 282.12461278 34.34464805  -17.334      3.9   -13.14    -0.85   0.21   0.13   0.53 
casp 253.61592886 42.81917276 1571.413    -5.84   -15.52    -0.07    0.1   0.09   0.27 
cast 249.32268819 39.19102285 2245.053    -7.94   -14.17     -0.6   0.04   0.04   0.36 
cat1 241.5169975 33.4457697    3.903    21.59   -40.26    -0.44   0.07   0.09   0.26 
cat2 241.66618741 33.31161501  477.255    21.56   -40.35    -1.04   0.04   0.04    0.1 
cat3 241.51699441 33.44576134    5.136    21.44   -40.05    -1.09   0.04   0.05   0.18 
cath 236.63272937 46.19730279   56.329    -5.14    -7.68     1.16   0.09   0.09   0.42 
cauq 287.65900416 -35.96848932  157.359     17.6    11.36     5.75   0.38   0.38   0.42 
cava 12.58266755 45.47935658   47.779    17.88    21.03    -2.36    0.1   0.06   0.35 
cbhs 241.37019848 34.13855968  284.604     18.2   -39.04    -0.32   0.03   0.04   0.12 
cbqc 287.1951275 -36.14702225   35.939    22.55     30.9    -8.81   0.63   0.69   0.63 
cccc 242.32882937 35.56531221  813.962     0.08   -20.64    -0.49   0.05   0.06   0.14 
ccco 241.78880612 33.87625822  -16.919    18.34   -36.74    -2.35   0.08   0.19   0.35 
cccs 242.13506114 33.8627413   31.831    16.17   -38.07    -0.44   0.09   0.09    0.2 
ccj2 142.19502877 27.06753181  104.229    10.02   -36.02    -0.36   0.09   0.21   0.31 
ccjm 142.18458345 27.0955815  208.729    10.91    -33.5     -0.6   0.19   0.44    0.4 
ccpw 242.02140389 46.32120373  497.358    -9.79   -12.98    -1.46   0.29   0.21   0.57 
ccst 240.98653598 34.80636195 1578.049     8.92   -33.33     1.19   0.11   0.08   0.26 
ccv3 279.45476931 28.46022755  -24.385     3.07   -12.23    -2.57   0.13   0.11   0.54 
ccv5 279.45476826 28.46022785  -24.233      3.1   -11.99    -2.23   0.08   0.08   0.25 
cdmt 243.66407007 34.8294679  936.568    -7.01   -18.52      0.8   0.04   0.05   0.12 
cdvv 253.0302269 34.25415413 1551.973    -6.19   -13.33     2.53   0.07   0.09   0.25 
cebr 355.63214694 40.45342882  775.810    16.68     18.6     0.19   0.05   0.05   0.17 
ceda 247.13952066 40.68069643 1472.459    -9.08   -16.64     0.35   0.03   0.04   0.11 
cedu 133.80982688 -31.86667119  144.744    58.83    28.98    -0.64   0.06   0.04   0.13 
cefe 319.68054486 -20.3107936   14.284    12.75    -3.88     0.67   0.16   0.12   0.31 
ceft 321.52708186 -3.71081059    4.892    12.48    -4.52     0.17   0.08    0.1   0.28 
cena 215.32236954 65.49816528  283.759   -19.21    -8.66    -2.03   0.09   0.12   0.44 
ceu1 354.69361085 35.89197359   52.438    17.04    15.69     0.53    0.1   0.14   0.39 
ceut 354.68866716 35.8960517   51.855    17.34    15.51    -0.26   0.18   0.26   0.67 
cfag 291.76735124 -31.60216823  702.559    12.13     6.62    -0.74   0.09   0.09    0.2 
cfrm 18.35318943 49.68479666  373.587    14.99    20.87     0.49   0.13   0.11   0.58 
cgdm 242.03505721 34.24399191  704.689    11.01    -35.3     0.55   0.09   0.07   0.16 
cggn  9.1183118 10.12309486  916.437     15.2    27.03     5.92   0.56   0.67    1.0 
cgnn 212.95191764 61.12158742  271.188      3.3    -25.6    12.96   0.44    0.3   0.66 
cgui 272.44125618 12.97630562  746.085    11.71     2.46     0.25   0.51   0.72   1.63 
cha1 280.15712655 32.75756595  -29.024      3.3   -12.69    -2.19   0.14   0.16   0.53 
chab 237.88069438 37.72411479  213.903     7.47   -27.82     0.06   0.11   0.08   0.22 
chac 301.04030678 -27.42043932   77.945     11.6    -2.54     0.71   0.13   0.17   0.57 
chan 125.44419924 43.79068666  273.259   -11.82    26.87      0.4    0.1    0.1   0.21 
chat 183.43416247 -43.95578802   57.983     33.1   -40.62    -1.03   0.06   0.06   0.19 
chb1 275.53435592 45.65349373  145.046      0.7   -16.21     0.82   0.21   0.11   0.36 
chb5 275.53435336 45.65349379  145.223     2.37   -16.45    -2.68   0.31   0.09   0.54 
chcm 237.22413318  48.010618   20.384    -8.31    -8.52     0.45   0.06   0.08   0.18 
chcn 247.28335342 44.64771084 2293.839    -9.84   -14.84    -0.12   0.21   0.16   0.46 
chel 240.01009615 47.83155556  345.525    -9.29   -12.82     1.98   0.11   0.13    0.4 
chem 238.21416716 43.22436087 1439.974     -7.1   -14.22     2.17    0.1    0.1   1.41 
ches 284.39967641 39.95165287  108.182     4.25   -14.93     -1.3    0.1    0.1   0.35 
chi3 213.35343586 60.23751209   94.566     6.96   -22.57    -2.61   0.33   0.24   0.38 
chi4 213.35347819 60.23773926   91.179    10.82   -23.61     2.91   0.53   0.36   1.24 
chi5 213.35343242 60.23751296   94.752     9.83   -25.16    -1.55   0.51   0.45   1.07 
chil 241.97400585 34.33342136 1567.542     11.1   -34.32     0.42   0.04   0.04   0.13 
chin 278.19287251 24.55047931  -15.142     3.11   -10.42    -1.37   0.16   0.12   0.33 
chis 269.70864508 15.81225478  241.973    -1.69    -5.68     0.95   0.51   0.49   0.98 
chiz 359.59229921 46.13346228  113.211    16.56    18.44    -0.34   0.04   0.03    0.2 
chl1 284.91231441 38.77678757  -13.532     3.99   -14.97    -1.16   0.22   0.25   0.69 
chlo 243.23447522 36.74650271  864.235    -8.27   -15.82    -0.12   0.08   0.09   0.25 
chlw 238.00478185 49.14351649    1.691    -9.66   -13.19      3.3   0.34    0.4   0.93 
chme 279.11094523 35.27666599  225.268      3.0   -13.84    -1.13    0.1   0.09   0.31 
chml 289.84988539 -37.35913198 1250.618    13.96    -2.96    -2.84   0.25   0.43   0.82 
chms 242.17230063 34.64046173  760.306     5.51   -24.73      0.6   0.05   0.06   0.23 
cho1 238.33503925 39.43263898   16.432     -4.2   -22.38    -0.18   0.11   0.13   0.38 
cho5 238.33503699 39.43263867   16.596    -4.68   -22.43     0.11   0.14   0.14   0.49 
chow 239.78949168 37.08485082   46.738     1.81   -24.28  -104.89   0.22   0.19   3.54 
chpg 314.99762433 -22.68227285  566.262    12.89    -3.53    -0.28   0.12    0.1   0.41 
